"","Title","Year","Rating","Runtime","Critic.Score","Box.Office"
"2048","Piranha 3D",2010,"R",88,73,25
"2049","The Switch",2010,"PG-13",101,51,27.8
"2050","Lottery Ticket",2010,"PG-13",99,34,24.7
"2051","Nanny McPhee Returns",2010,"PG",109,76,29
"2052","The Last Exorcism",2010,"PG-13",87,72,41
"2053","Takers",2010,"PG-13",107,28,57.7
"2054","Howl",2010,"R",84,63,0.6
"2055","The American",2010,"R",105,66,35.6
"2056","Freakonomics",2010,"PG-13",85,65,0.1
"2057","Machete",2010,"R",105,72,26.6
"2058","Going the Distance",2010,"R",102,53,17.8
"2059","Legendary",2010,"PG-13",107,17,0.2
"2060","Flipped",2010,"PG",90,55,1.8
"2061","Resident Evil: Afterlife",2010,"R",97,23,60.1
"2062","I'm Still Here",2010,"R",108,53,0.4
"2063","Easy A",2010,"PG-13",92,85,58.4
"2064","Alpha and Omega",2010,"PG",88,16,25.1
"2065","The Town",2010,"R",125,93,92.2
"2066","Legend of the Guardians: The Owls of Ga'Hoole",2010,"PG",97,50,55.7
"2067","Wall Street: Money Never Sleeps",2010,"PG-13",133,55,52.5
"2068","You Again",2010,"PG",105,17,25.7
"2069","The Virginity Hit",2010,"R",86,29,0.5
"2070","The Social Network",2010,"PG-13",120,96,96.9
"2071","Catfish",2010,"PG-13",87,80,3.2
"2072","Let Me In",2010,"R",116,88,12.1
"2073","Life as We Know It",2010,"PG-13",114,28,53.4
"2074","As Good as Dead",2010,"R",100,0,0.0015
"2075","Secretariat",2010,"PG",123,64,59.7
"2076","It's Kind of a Funny Story",2010,"PG-13",101,58,6.4
"2077","My Soul to Take",2010,"R",107,9,14.6
"2078","Ghetto Physics",2010,"R",94,42,0.0101
"2079","RED",2010,"PG-13",111,71,90.4
"2080","Jackass 3D",2010,"R",94,65,117.2
"2081","Buried",2010,"R",95,87,1
"2082","Never Let Me Go",2010,"R",103,71,2.4
"2083","Under the Boardwalk: The Monopoly Story",2010,"G",88,85,0.0051
"2084","I Want Your Money",2010,"PG",92,0,0.4
"2085","Exporting Raymond",2010,"PG",86,71,0.0839
"2086","Paranormal Activity 2",2010,"R",91,58,84.7
"2087","Hereafter",2010,"PG-13",129,46,32.7
"2088","Stone",2010,"R",105,50,1.8
"2089","You Will Meet a Tall Dark Stranger",2010,"R",98,46,3.2
"2090","Waiting for 'Superman'",2010,"PG",111,89,6.4
"2091","Saw 3D: The Final Chapter",2010,"R",90,9,45.7
"2092","Hatchet II",2010,"R",85,36,0.0526
"2093","For Colored Girls",2010,"R",133,32,37.7
"2094","Conviction",2010,"R",107,67,6.8
"2095","Due Date",2010,"R",95,40,100.4
"2096","Megamind",2010,"PG",95,72,148.2
"2097","Morning Glory",2010,"PG-13",107,56,31
"2098","Skyline",2010,"PG-13",97,15,12
"2099","Unstoppable",2010,"PG-13",98,86,81.6
"2100","Inside Job",2010,"PG-13",105,98,4.3
"2101","Senna",2010,"PG-13",106,92,1.6
"2102","Brotherhood",2010,"R",76,54,0.0195
"2103","Harry Potter and the Deathly Hallows: Part 1",2010,"PG-13",146,78,295
"2104","Queen of the Lot",2010,"R",120,29,0.2
"2105","The Next Three Days",2010,"PG-13",133,52,21.1
"2106","The Way",2010,"PG-13",123,82,4.4
"2107","Tangled",2010,"PG",100,90,200.8
"2108","Love & Other Drugs",2010,"R",112,49,32.4
"2109","Burlesque",2010,"PG-13",119,36,39.4
"2110","Faster",2010,"R",98,43,23.2
"2111","London Boulevard",2010,"R",103,33,0.0105
"2112","Fair Game",2010,"PG-13",108,79,9.5
"2113","Night Catches Us",2010,"R",90,81,0.0753
"2114","All Good Things",2010,"R",101,33,0.6
"2115","Tucker and Dale vs. Evil",2010,"R",89,84,0.2
"2116","The Chronicles of Narnia: The Voyage of the Dawn Treader",2010,"PG",113,49,104.4
"2117","The Tourist",2010,"PG-13",103,20,67.6
"2118","Black Swan",2010,"R",108,87,107
"2119","TRON: Legacy",2010,"PG",125,51,172.1
"2120","How Do You Know",2010,"PG-13",121,32,30.2
"2121","Yogi Bear",2010,"PG",80,13,100.2
"2122","The Fighter",2010,"R",116,91,93.6
"2123","Little Fockers",2010,"PG-13",98,10,148.4
"2124","True Grit",2010,"PG-13",110,96,171
"2125","Holy Rollers",2010,"R",89,51,0.3
"2126","Gulliver's Travels",2010,"PG",85,21,42.8
"2127","The King's Speech",2010,"R",118,94,138.8
"2128","The Last Godfather",2010,"PG-13",100,0,0.2
"2129","Jack Goes Boating",2010,"R",89,68,0.5
"2130","Love Ranch",2010,"R",117,12,0.1
"2131","The Tempest",2010,"PG-13",110,30,0.3
"2132","Country Strong",2010,"PG-13",117,22,20.2
"2133","Henry's Crime",2010,"R",108,40,0.1
"2134","I Spit on Your Grave",2010,"R",108,34,0.0924
"2135","Somewhere",2010,"R",97,71,1.8
"2136","The Way Back",2010,"PG-13",133,74,2.7
"2137","The Extra Man",2010,"R",108,42,0.5
"2138","Rabbit Hole",2010,"PG-13",91,86,2.2
"2139","127 Hours",2010,"R",94,93,18.3
"2140","Waiting for Forever",2010,"PG-13",95,6,0.021
"2141","Vanishing on 7th Street",2010,"R",92,50,0.0222
"2142","The Company Men",2010,"R",104,67,4.4
"2143","Last Night",2010,"R",93,50,0.1
"2144","The Grace Card",2010,"PG-13",101,35,2.4
"2145","Happythankyoumoreplease",2010,"R",100,40,0.2
"2146","Client 9: The Rise and Fall of Eliot Spitzer",2010,"R",117,91,0.2
"2147","Submarine",2010,"R",97,86,0.5
"2148","Peep World",2010,"R",79,23,0.0109
"2149","The 5th Quarter",2010,"PG",90,50,0.4
"2150","Insidious",2010,"PG-13",103,66,54
"2151","Road to Nowhere",2010,"R",121,80,0.0403
"2152","The Conspirator",2010,"PG-13",122,55,11.5
"2153","Meek's Cutoff",2010,"PG",104,85,1
"2154","Trust",2010,"R",106,78,0.1
"2155","Dylan Dog: Dead of Night",2010,"PG-13",107,8,1.2
"2156","Sympathy for Delicious",2010,"R",96,29,0.0131
"2157","Harvest",2010,"R",102,73,0.0241
"2158","The Perfect Host",2010,"R",93,44,0.0483
"2159","Skateland",2010,"PG-13",96,38,0.0111
"2160","Bloodworth",2010,"R",105,50,0.0096
"2161","Cost of a Soul",2010,"R",107,27,0.0254
"2162","Cool It",2010,"PG",87,51,0.0627
"2163","Rejoice and Shout",2010,"PG",115,76,0.1
"2164","Beginners",2010,"R",105,84,5.8
"2165","Super",2010,"R",96,48,0.3
"2166","Wrecked",2010,"R",91,46,0.0048
"2167","Ceremony",2010,"R",89,40,0.0217
"2168","Stake Land",2010,"R",98,75,0.0185
"2169","Cherry",2010,"R",99,60,0.0111
"2170","The First Grader",2010,"PG-13",103,59,0.3
"2171","Countdown to Zero",2010,"PG",91,81,0.3
"2172","Hesher",2010,"R",106,54,0.4
"2173","Amigo",2010,"R",124,62,0.2
"2174","Dirty Girl",2010,"R",90,27,0.0536
"2175","A Little Help",2010,"R",109,41,0.0858
"2176","Don't Be Afraid of the Dark",2010,"R",99,58,24
"2177","The Debt",2010,"R",113,77,31.1
"2178","Cave of Forgotten Dreams",2010,"G",90,96,5.2
"2179","Everything Must Go",2010,"R",97,75,2.7
"2180","The Whistleblower",2010,"R",112,74,1.1
"2181","Beautiful Boy",2010,"R",100,69,0.0772
"2182","Tabloid",2010,"R",87,91,0.7
"2183","Welcome to the Rileys",2010,"R",110,55,0.2
"2184","Vidal Sassoon: The Movie",2010,"PG",90,59,0.0852
"2185","I Kissed a Vampire",2010,"PG",91,0,0.0014
"2186","Virginia",2010,"R",111,4,0.0111
"2187","Main Street",2010,"PG",92,13,0.0016
"2188","High School",2010,"R",99,27,0.0827
"2189","Morning",2010,"R",95,45,0.0029
"2190","Radio Free Albemuth",2010,"R",111,36,0.2
"2191","Bringing Up Bobby",2011,"PG-13",93,17,0.005
"2192","Restless City",2011,"R",80,45,0.0081
"2193","The Last Mountain",2011,"PG",95,80,0.1
"2194","Gun Hill Road",2011,"R",86,62,0.1
"2195","The Details",2011,"R",91,46,0.0636
"2196","Down the Shore",2011,"R",93,50,0.0048
"2197","Season of the Witch",2011,"PG-13",95,9,24.8
"2198","The Dilemma",2011,"PG-13",111,24,48.4
"2199","The Green Hornet",2011,"PG-13",119,43,98.8
"2200","Pariah",2011,"R",86,93,0.8
"2201","Connected: An Autoblogography About Love, Death & Technology",2011,"PG",82,36,0.0133
"2202","No Strings Attached",2011,"R",108,48,70.6
"2203","Little Birds",2011,"R",94,53,0.0166
"2204","Thin Ice",2011,"R",93,69,0.8
"2205","Life in a Day",2011,"PG-13",95,80,0.2
"2206","The Mechanic",2011,"R",93,53,29.1
"2207","From Prada to Nada",2011,"PG-13",107,21,3
"2208","The Rite",2011,"PG-13",114,21,33
"2209","Sanctum",2011,"R",108,30,23.1
"2210","The Roommate",2011,"PG-13",91,4,37.3
"2211","Gnomeo & Juliet",2011,"G",84,55,99.8
"2212","Justin Bieber: Never Say Never",2011,"G",105,64,73
"2213","The Eagle",2011,"PG-13",114,39,19.5
"2214","Just Go with It",2011,"PG-13",117,19,103
"2215","The Last Lions",2011,"PG",88,87,0.6
"2216","Big Mommas: Like Father, Like Son",2011,"PG-13",107,5,37.9
"2217","I Am Number Four",2011,"PG-13",109,33,55.1
"2218","Drive Angry",2011,"R",104,45,10.7
"2219","Hall Pass",2011,"R",105,34,45
"2220","Elevate",2011,"PG",81,73,0.0035
"2221","Take Me Home Tonight",2011,"R",97,28,6.9
"2222","Rango",2011,"PG",107,87,123.2
"2223","Beastly",2011,"PG-13",86,21,27.9
"2224","The Adjustment Bureau",2011,"PG-13",106,72,62.5
"2225","Battle Los Angeles",2011,"PG-13",116,35,83.5
"2226","Red Riding Hood",2011,"PG-13",100,10,37.7
"2227","Mars Needs Moms",2011,"PG",88,37,21.4
"2228","The FP",2011,"R",82,48,0.0406
"2229","American Animal",2011,"R",95,59,0.0059
"2230","Paul",2011,"R",104,71,37.4
"2231","The Lincoln Lawyer",2011,"R",118,83,58
"2232","Cedar Rapids",2011,"R",87,86,6.9
"2233","Limitless",2011,"PG-13",105,70,79.2
"2234","Sucker Punch",2011,"PG-13",110,23,36.4
"2235","There Be Dragons",2011,"PG-13",122,11,1.1
"2236","Diary of a Wimpy Kid: Rodrick Rules",2011,"PG",99,48,52.7
"2237","Hop",2011,"PG",95,25,108
"2238","Source Code",2011,"PG-13",93,92,54.7
"2239","Restless",2011,"PG-13",91,36,0.2
"2240","Hanna",2011,"PG-13",111,71,40.2
"2241","Your Highness",2011,"R",102,27,21.6
"2242","Arthur",2011,"PG-13",110,26,33
"2243","Soul Surfer",2011,"PG",106,46,43.9
"2244","Born to Be Wild",2011,"G",40,98,24.2
"2245","Rio",2011,"G",96,72,143.6
"2246","Atlas Shrugged: Part I",2011,"PG-13",97,11,4.6
"2247","Scream 4",2011,"R",111,59,38.2
"2248","Win Win",2011,"R",106,94,10.2
"2249","New York Says Thank You",2011,"G",86,0,0.5
"2250","African Cats",2011,"G",89,71,15.4
"2251","Jane Eyre",2011,"PG-13",120,84,11.2
"2252","Madea's Big Happy Family",2011,"PG-13",106,38,53.3
"2253","Water for Elephants",2011,"PG-13",120,60,58.7
"2254","The Perfect Family",2011,"PG-13",84,48,0.1
"2255","Prom",2011,"PG",104,36,10.1
"2256","Fast Five",2011,"PG-13",131,78,209.8
"2257","Hoodwinked Too! Hood vs. Evil",2011,"PG",86,11,10.1
"2258","Balls to the Wall",2011,"R",85,0,0.0031
"2259","InSight",2011,"R",92,0,0.017
"2260","Wild Horse, Wild Ride",2011,"PG",106,93,0.0946
"2261","Jumping the Broom",2011,"PG-13",112,56,37.3
"2262","Thor",2011,"PG-13",115,77,181
"2263","Priest",2011,"PG-13",87,16,29.1
"2264","Bridesmaids",2011,"R",125,90,169.1
"2265","The Tree of Life",2011,"PG-13",139,84,13.3
"2266","The Beaver",2011,"PG-13",91,61,1
"2267","35 and Ticking",2011,"R",104,0,0.1
"2268","Pirates of the Caribbean: On Stranger Tides",2011,"PG-13",136,33,241.1
"2269","Kung Fu Panda 2",2011,"PG",91,81,165.2
"2270","The Hangover Part II",2011,"R",102,34,254.5
"2271","The Ledge",2011,"R",101,14,0.0052
"2272","X-Men: First Class",2011,"PG-13",132,87,146.4
"2273","5 Days of War",2011,"R",113,33,0.0172
"2274","Judy Moody and the Not Bummer Summer",2011,"PG",91,19,15
"2275","Super 8",2011,"PG-13",112,82,127
"2276","Midnight in Paris",2011,"PG-13",94,93,56.8
"2277","Green Lantern",2011,"PG-13",114,26,116.6
"2278","The Art of Getting By",2011,"PG-13",83,18,1.4
"2279","Mr. Popper's Penguins",2011,"PG",94,48,68.2
"2280","Snow Flower and the Secret Fan",2011,"PG-13",120,21,1.3
"2281","Cars 2",2011,"G",106,39,191.5
"2282","Love, Wedding, Marriage",2011,"PG-13",90,0,0.0014
"2283","Bad Teacher",2011,"R",92,44,100.3
"2284","Transformers: Dark of the Moon",2011,"PG-13",154,35,352.4
"2285","Larry Crowne",2011,"PG-13",98,36,35.6
"2286","Monte Carlo",2011,"PG",109,38,23.2
"2287","Zookeeper",2011,"PG",102,14,80.4
"2288","Horrible Bosses",2011,"R",98,69,117.5
"2289","The Son of No One",2011,"R",90,16,0.0289
"2290","Salvation Boulevard",2011,"R",96,21,0.0274
"2291","Harry Potter and the Deathly Hallows: Part 2",2011,"PG-13",130,96,381
"2292","Winnie the Pooh",2011,"G",63,90,26.7
"2293","Captain America: The First Avenger",2011,"PG-13",124,79,176.6
"2294","Friends with Benefits",2011,"R",109,70,55.8
"2295","A Better Life",2011,"PG-13",98,85,1.8
"2296","Crazy, Stupid, Love.",2011,"PG-13",118,78,84.3
"2297","Cowboys & Aliens",2011,"PG-13",119,44,100.2
"2298","The Smurfs",2011,"PG",103,22,142.6
"2299","Rise of the Planet of the Apes",2011,"PG-13",105,82,176.7
"2300","Magic Trip",2011,"R",107,69,0.2
"2301","The Change-Up",2011,"R",112,25,37
"2302","The Help",2011,"PG-13",146,76,169.7
"2303","30 Minutes or Less",2011,"R",83,44,37.1
"2304","Final Destination 5",2011,"R",92,61,42.6
"2305","Glee: The 3D Concert Movie",2011,"PG",84,60,11.9
"2306","Project Nim",2011,"PG-13",93,98,0.4
"2307","The Future",2011,"R",91,71,0.6
"2308","Conan O'Brien Can't Stop",2011,"R",89,80,0.3
"2309","Fright Night",2011,"R",106,72,18.3
"2310","Spy Kids: All the Time in the World in 4D",2011,"PG",89,22,38.5
"2311","One Day",2011,"PG-13",107,36,13.8
"2312","Conan the Barbarian",2011,"R",113,24,21.3
"2313","The Greatest Movie Ever Sold",2011,"PG-13",90,73,0.6
"2314","Higher Ground",2011,"R",109,81,0.8
"2315","Colombiana",2011,"PG-13",108,27,36.7
"2316","The Family Tree",2011,"R",87,10,0.0037
"2317","Our Idiot Brother",2011,"R",90,67,24.8
"2318","Seven Days in Utopia",2011,"G",100,14,4.4
"2319","Shark Night 3D",2011,"PG-13",90,17,18.9
"2320","Apollo 18",2011,"PG-13",86,24,17.7
"2321","Seeking Justice",2011,"R",105,27,0.4
"2322","Creature",2011,"R",93,11,0.3
"2323","Bucky Larson: Born to Be a Star",2011,"R",97,0,2.3
"2324","Warrior",2011,"PG-13",140,83,13.7
"2325","Contagion",2011,"PG-13",106,84,75.6
"2326","Drive",2011,"R",100,93,35.1
"2327","Straw Dogs",2011,"R",110,41,10.3
"2328","I Don't Know How She Does It",2011,"PG-13",89,17,9.7
"2329","Answers to Nothing",2011,"R",124,9,0.022
"2330","Abduction",2011,"PG-13",106,4,28.1
"2331","A Bird of the Air",2011,"PG-13",108,30,0.0102
"2332","Dolphin Tale",2011,"PG",113,82,72.3
"2333","Moneyball",2011,"PG-13",133,95,75.6
"2334","Musical Chairs",2011,"PG-13",102,37,0.0299
"2335","Page One: Inside the New York Times",2011,"R",92,79,1.1
"2336","Margin Call",2011,"R",107,88,5.4
"2337","Dream House",2011,"PG-13",92,6,21.3
"2338","Red State",2011,"R",88,58,1
"2339","Courageous",2011,"PG-13",129,30,34.5
"2340","What's Your Number?",2011,"R",106,23,14
"2341","50/50",2011,"R",100,94,35
"2342","Munger Road",2011,"PG-13",86,0,0.3
"2343","Intruders",2011,"R",100,31,0.0647
"2344","Real Steel",2011,"PG-13",127,60,85.5
"2345","The Ides of March",2011,"R",101,85,41
"2346","Another Earth",2011,"PG-13",92,63,1.3
"2347","Footloose",2011,"PG-13",113,70,51.8
"2348","Texas Killing Fields",2011,"R",105,33,0.0453
"2349","The Big Year",2011,"PG",100,40,7.2
"2350","Addiction Incorporated",2011,"PG-13",100,75,0.04
"2351","The Thing",2011,"R",103,35,16.9
"2352","Johnny English Reborn",2011,"PG",101,39,8.3
"2353","We Need to Talk About Kevin",2011,"R",112,76,1.7
"2354","Trespass",2011,"R",91,10,0.0168
"2355","Paranormal Activity 3",2011,"R",83,68,104
"2356","The Three Musketeers",2011,"PG-13",110,24,20.4
"2357","The Music Never Stopped",2011,"PG",105,65,0.3
"2358","A Good Old Fashioned Orgy",2011,"R",95,32,0.1
"2359","Puss in Boots",2011,"PG",90,84,149.2
"2360","The Rum Diary",2011,"R",120,50,13.1
"2361","Anonymous",2011,"PG-13",130,46,4.5
"2362","The Double",2011,"PG-13",98,20,0.1
"2363","In Time",2011,"PG-13",109,36,37.6
"2364","Hide Away",2011,"PG-13",88,42,0.0296
"2365","Machine Gun Preacher",2011,"R",129,29,0.5
"2366","Tower Heist",2011,"PG-13",104,68,78
"2367","A Very Harold & Kumar 3D Christmas",2011,"R",90,68,35
"2368","Loosies",2011,"PG-13",89,19,0.0033
"2369","Take Shelter",2011,"R",120,91,1.7
"2370","Jack and Jill",2011,"PG",91,3,74.2
"2371","Immortals",2011,"R",110,35,83.5
"2372","J. Edgar",2011,"R",137,43,37.3
"2373","The Twilight Saga: Breaking Dawn - Part 1",2011,"PG-13",117,24,281.3
"2374","Arthur Christmas",2011,"PG",97,92,46.4
"2375","The Muppets",2011,"PG",103,96,88.6
"2376","Hugo",2011,"PG",126,94,73.8
"2377","The Deep Blue Sea",2011,"R",98,79,1.1
"2378","Another Happy Day",2011,"R",119,45,0.0085
"2379","The Sitter",2011,"R",81,21,30.2
"2380","The Descendants",2011,"R",115,89,82.6
"2381","New Year's Eve",2011,"PG-13",113,7,54.5
"2382","On the Ice",2011,"R",96,67,0.0705
"2383","Alvin and the Chipmunks: Chipwrecked",2011,"G",87,12,133.1
"2384","Sherlock Holmes: A Game of Shadows",2011,"PG-13",129,59,186.8
"2385","Young Adult",2011,"R",94,80,16.3
"2386","Martha Marcy May Marlene",2011,"R",102,90,3
"2387","Mission: Impossible - Ghost Protocol",2011,"PG-13",133,93,209.4
"2388","The Girl with the Dragon Tattoo",2011,"R",158,86,102.5
"2389","The Adventures of Tintin",2011,"PG",107,75,77.6
"2390","My Week with Marilyn",2011,"R",99,83,14.6
"2391","We Bought a Zoo",2011,"PG",124,66,75.6
"2392","The Darkest Hour",2011,"PG-13",89,12,21.4
"2393","War Horse",2011,"PG-13",146,77,79.9
"2394","Roadie",2011,"R",95,72,0.0076
"2395","Haywire",2011,"R",93,80,18.9
"2396","Extremely Loud & Incredibly Close",2011,"PG-13",129,46,31.8
"2397","The Artist",2011,"PG-13",100,97,44.7
"2398","The Grey",2011,"R",117,79,51.5
"2399","Like Crazy",2011,"PG-13",90,72,3.4
"2400","Circumstance",2011,"R",107,86,0.5
"2401","In the Land of Blood and Honey",2011,"R",127,55,0.3
"2402","Buck",2011,"PG",88,89,4
"2403","Ghost Rider: Spirit of Vengeance",2011,"PG-13",96,17,51.8
"2404","Corman's World: Exploits of a Hollywood Rebel",2011,"R",95,92,0.007
"2405","Albert Nobbs",2011,"R",113,56,3
"2406","Rampart",2011,"R",108,74,1
"2407","Goon",2011,"R",92,82,4.2
"2408","Silent House",2011,"R",86,41,12.6
"2409","Puncture",2011,"R",100,51,0.0671
"2410","Jiro Dreams of Sushi",2011,"PG",81,99,2.6
"2411","Friends with Kids",2011,"R",107,66,7.3
"2412","Natural Selection",2011,"R",90,71,0.0482
"2413","Bellflower",2011,"R",106,74,0.2
"2414","The Trouble with Bliss",2011,"PG-13",97,29,0.0109
"2415","The Innkeepers",2011,"R",101,79,0.0775
"2416","Into the Abyss",2011,"PG-13",107,91,0.2
"2417","The Island President",2011,"PG",101,98,0.0752
"2418","Paul Williams Still Alive",2011,"PG-13",87,97,0.0376
"2419","The Raid: Redemption",2011,"R",101,85,4.1
"2420","Touchback",2011,"PG-13",118,38,0.2
"2421","The Divide",2011,"R",112,25,0.018
"2422","Damsels in Distress",2011,"PG-13",99,75,1
"2423","Being Elmo: A Puppeteer's Journey",2011,"PG",80,95,0.3
"2424","Laugh at My Pain",2011,"R",89,71,7.7
"2425","Bully",2011,"PG-13",98,84,44.7
"2426","A Little Bit of Heaven",2011,"PG-13",106,4,0.01
"2427","Last Call at the Oasis",2011,"PG-13",105,83,0.0408
"2428","Kill the Irishman",2011,"R",106,63,1.2
"2429","Jeff, Who Lives at Home",2011,"R",83,78,4.2
"2430","The Best Exotic Marigold Hotel",2011,"PG-13",124,78,46.4
"2431","God Bless America",2011,"R",105,67,0.1
"2432","Margaret",2011,"R",150,74,0.0465
"2433","Bernie",2011,"PG-13",104,90,9.2
"2434","Lovely Molly",2011,"R",99,41,0.018
"2435","Neil Young Journeys",2011,"PG",87,88,0.2
"2436","Your Sister's Sister",2011,"R",90,83,1.6
"2437","Killer Joe",2011,"R",102,78,0.9
"2438","Revenge of the Electric Car",2011,"PG-13",90,70,0.2
"2439","I Melt with You",2011,"R",129,12,0.006
"2440","Undefeated",2011,"PG-13",113,96,0.6
"2441","Sound of My Voice",2011,"R",85,75,0.4
"2442","Terri",2011,"R",105,86,0.7
"2443","Peace, Love, & Misunderstanding",2011,"R",96,29,0.5
"2444","Samsara",2011,"PG-13",102,77,2.6
"2445","The Good Doctor",2011,"PG-13",93,66,0.0032
"2446","The Day",2011,"R",87,23,0.0205
"2447","Diana Vreeland: The Eye Has to Travel",2011,"PG-13",86,94,1
"2448","10 Years",2011,"PG-13",100,60,0.2
"2449","The Oranges",2011,"R",90,34,0.4
"2450","Butter",2011,"R",90,33,0.0709
"2451","Comic-Con Episode IV: A Fan's Hope",2011,"PG-13",88,83,0.0347
"2452","4:44 Last Day on Earth",2011,"R",82,48,0.0157
"2453","Dorfman in Love",2011,"R",92,15,0.0137
"2454","October Baby",2011,"PG-13",107,22,5.4
"2455","Violet & Daisy",2011,"R",88,22,0.01
"2456","You're Next",2011,"R",95,75,18.5
"2457","Take Me Home",2011,"PG-13",97,0,0.0154
"2458","Cassadaga",2011,"R",108,10,0.0017
"2459","Forks Over Knives",2011,"PG",90,61,1
"2460","Fort McCoy",2011,"R",100,50,0.0782
"2461","The Devil Inside",2012,"R",83,6,53.2
"2462","Joyful Noise",2012,"PG-13",118,33,30.9
"2463","Contraband",2012,"R",109,51,66.5
"2464","Runaway Slave",2012,"PG",108,0,0.0478
"2465","Red Tails",2012,"PG-13",125,40,49.5
"2466","Carol Channing: Larger Than Life",2012,"PG",87,89,0.0155
"2467","Underworld: Awakening",2012,"R",88,26,62.3
"2468","LUV",2012,"R",94,36,0.2
"2469","One for the Money",2012,"PG-13",91,2,26.4
"2470","Tim and Eric's Billion Dollar Movie",2012,"R",93,38,0.2
"2471","Man on a Ledge",2012,"PG-13",102,31,18.6
"2472","An Inconsistent Truth",2012,"PG",89,0,0.0528
"2473","Chronicle",2012,"PG-13",84,85,64.6
"2474","Big Miracle",2012,"PG",107,73,20.1
"2475","The Vow",2012,"PG-13",104,29,125
"2476","Journey 2: The Mysterious Island",2012,"PG",94,42,103.8
"2477","Safe House",2012,"R",115,53,126.1
"2478","This Means War",2012,"PG-13",103,26,54.8
"2479","Act of Valor",2012,"R",110,25,70
"2480","Gone",2012,"PG-13",94,11,11.7
"2481","Good Deeds",2012,"PG-13",110,31,35
"2482","Wanderlust",2012,"R",98,59,17.3
"2483","Red Lights",2012,"R",114,29,0.0493
"2484","The Lorax",2012,"PG",86,54,213.9
"2485","Project X",2012,"R",88,28,54.7
"2486","ATM",2012,"R",90,9,0.002
"2487","John Carter",2012,"PG-13",132,51,73.1
"2488","A Thousand Words",2012,"PG-13",91,0,18.4
"2489","Brooklyn Castle",2012,"PG",101,96,0.2
"2490","The Do-Deca-Pentathlon",2012,"R",76,74,0.01
"2491","Big Star: Nothing Can Hurt Me",2012,"PG-13",113,92,0.1
"2492","21 Jump Street",2012,"R",109,85,138.4
"2493","The Hunger Games",2012,"PG-13",142,84,408
"2494","Mirror Mirror",2012,"PG",106,49,64.9
"2495","Meeting Evil",2012,"R",89,13,0.000181
"2496","Wrath of the Titans",2012,"PG-13",99,25,83.6
"2497","American Reunion",2012,"R",113,43,56.7
"2498","The Cabin in the Woods",2012,"R",95,91,42
"2499","The Three Stooges",2012,"PG",92,51,44.3
"2500","Blue Like Jazz",2012,"PG-13",108,38,0.6
"2501","Woman Thou Art Loosed: On the 7th Day",2012,"PG-13",101,20,1.2
"2502","Being Flynn",2012,"R",102,51,0.5
"2503","Think Like a Man",2012,"PG-13",122,53,91.5
"2504","Marley",2012,"PG-13",144,95,1.4
"2505","The Lucky One",2012,"PG-13",101,20,60.4
"2506","Jesus Henry Christ",2012,"PG-13",92,24,0.0184
"2507","To the Arctic 3D",2012,"G",40,67,0.000712
"2508","Jack & Diane",2012,"R",110,13,0.001
"2509","The Giant Mechanical Man",2012,"PG-13",94,71,0.0054
"2510","Safe",2012,"R",94,57,17.1
"2511","The Raven",2012,"R",110,22,16
"2512","The Pirates! Band of Misfits",2012,"PG",88,86,31.1
"2513","The Five-Year Engagement",2012,"R",124,63,28.6
"2514","The Avengers",2012,"PG-13",143,92,623.3
"2515","Dark Shadows",2012,"PG-13",113,37,79.7
"2516","Otter 501",2012,"G",85,60,0.0129
"2517","Casa de mi Padre",2012,"R",84,42,5.9
"2518","Piranha 3DD",2012,"R",83,13,0.4
"2519","The Dictator",2012,"R",83,57,59.6
"2520","Brake",2012,"R",92,44,0.0043
"2521","What to Expect When You're Expecting",2012,"PG-13",110,22,41.1
"2522","Crooked Arrows",2012,"PG-13",105,38,1.7
"2523","Battleship",2012,"PG-13",131,34,65.2
"2524","On the Road",2012,"R",124,43,0.7
"2525","Darling Companion",2012,"PG-13",103,22,0.8
"2526","Men in Black 3",2012,"PG-13",106,69,179
"2527","Snow White and the Huntsman",2012,"PG-13",127,48,155.1
"2528","Lola Versus",2012,"R",87,35,0.3
"2529","Prometheus",2012,"R",124,73,126.5
"2530","Madagascar 3: Europe's Most Wanted",2012,"PG",93,79,216.4
"2531","Ai Weiwei: Never Sorry",2012,"R",91,97,0.5
"2532","That's My Boy",2012,"R",116,20,36.9
"2533","Rock of Ages",2012,"PG-13",123,41,38.5
"2534","Battlefield America",2012,"PG-13",106,8,0.2
"2535","Lay the Favorite",2012,"R",94,19,0.021
"2536","Brave",2012,"PG",93,78,237.3
"2537","Seeking a Friend for the End of the World",2012,"R",101,55,6.6
"2538","The Last Ride",2012,"PG-13",102,44,0.0163
"2539","Abraham Lincoln: Vampire Hunter",2012,"R",105,35,37.5
"2540","People Like Us",2012,"PG-13",114,55,12.4
"2541","Magic Mike",2012,"R",110,80,113.7
"2542","Moonrise Kingdom",2012,"PG-13",94,94,45.5
"2543","Ted",2012,"R",106,67,218.6
"2544","Madea's Witness Protection",2012,"PG-13",114,21,65.6
"2545","The Amazing Spider-Man",2012,"PG-13",136,72,262
"2546","Katy Perry: Part of Me",2012,"PG",93,77,25.3
"2547","Beasts of the Southern Wild",2012,"PG-13",93,86,12.8
"2548","Cowgirls 'n Angels",2012,"PG",92,0,0.1
"2549","Savages",2012,"R",131,51,47.3
"2550","The Magic of Belle Isle",2012,"PG",109,30,0.1
